movieId,title,genres,rating,overview,cast,crew,keywords,combined
5954,25th Hour (2002),"['crime', 'drama']",3.8040113708149086,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.","['edwardnorton', 'philipseymourhoffman', 'barrypepper', 'rosariodawson', 'annapaquin']",['spikelee'],"['prison', 'prisoner', 'dream', 'drugdealer', 'nightclub', 'americandream', 'malefriendship', 'melancholy', 'girlfriend', 'friendship', 'aftercreditsstinger']",crime drama prison prisoner dream drugdealer nightclub americandream malefriendship melancholy girlfriend friendship aftercreditsstinger edwardnorton philipseymourhoffman barrypepper rosariodawson annapaquin spikelee
5955,Antwone Fisher (2002),['drama'],3.6084070796460175,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.","['derekluke', 'malcolmdavidkelley', 'coryhodges', 'denzelwashington', 'joybryant']",['denzelwashington'],"['u.s.navy', 'biography']",drama u.s.navy biography derekluke malcolmdavidkelley coryhodges denzelwashington joybryant denzelwashington
5956,Gangs of New York (2002),"['crime', 'drama']",3.5620846576134064,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.","['leonardodicaprio', 'danielday-lewis', 'camerondiaz', 'liamneeson', 'brendangleeson']",['martinscorsese'],"['fire', 'irish-american', 'immigrant', 'gangwar', 'pickpocket', 'ship', 'gangofthieves', 'butcher', 'pig', 'army', 'rescue', 'gang']",crime drama fire irish-american immigrant gangwar pickpocket ship gangofthieves butcher pig army rescue gang leonardodicaprio danielday-lewis camerondiaz liamneeson brendangleeson martinscorsese
5957,Two Weeks Notice (2002),"['comedy', 'romance']",3.2349084611578425,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.","['sandrabullock', 'hughgrant', 'aliciawitt', 'danaivey', 'robertklein']",['marclawrence'],"['newyork', 'parishhall', 'romanticcomedy', 'lawyer', 'billionaire', 'environmentallaw']",comedy romance newyork parishhall romanticcomedy lawyer billionaire environmentallaw sandrabullock hughgrant aliciawitt danaivey robertklein marclawrence
5958,"Wild Thornberrys Movie, The (2002)","['animation', 'children', 'comedy']",2.782451923076923,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....","['laceychabert', 'tomkane', 'creesummer', 'timcurry', 'lynnredgrave']","['cathymalkasian', 'jeffmcgrath']","['sistersisterrelationship', 'safari', 'wildlife', 'baboon', 'chimpanzee', 'womandirector']",animation children comedy sistersisterrelationship safari wildlife baboon chimpanzee womandirector laceychabert tomkane creesummer timcurry lynnredgrave cathymalkasian jeffmcgrath
5959,Narc (2002),"['crime', 'drama', 'thriller']",3.4960794563512807,"An undercover narc dies, the investigation stalls, so the Detroit P.D. brings back Nick Tellis, fired 18-months ago when a stray bullet hits a pregnant woman. Tellis teams with Henry Oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. They follow leads and informants turn up dead.","['jasonpatric', 'rayliotta', 'chimcbride', 'bustarhymes', 'lloydadams']",['joecarnahan'],"['assertion', 'investigation', 'internalaffairs', 'narcoticscop']",crime drama thriller assertion investigation internalaffairs narcoticscop jasonpatric rayliotta chimcbride bustarhymes lloydadams joecarnahan
5970,My Girl (1991),"['comedy', 'drama', 'romance']",3.307433768287861,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","['annachlumsky', 'macaulayculkin', 'danaykroyd', 'jamieleecurtis', 'richardmasur']",['howardzieff'],"['neighbor', 'childkilledbyanimal', 'writingclass', 'makeupartist', 'beesting', 'camper', 'cosmetologist', 'treeclimbing', 'deathinchildbirth', 'tuba', 'motorhome', 'beeattack']",comedy drama romance neighbor childkilledbyanimal writingclass makeupartist beesting camper cosmetologist treeclimbing deathinchildbirth tuba motorhome beeattack annachlumsky macaulayculkin danaykroyd jamieleecurtis richardmasur howardzieff
5989,Catch Me If You Can (2002),"['crime', 'drama']",3.9567810203870435,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","['leonardodicaprio', 'tomhanks', 'christopherwalken', 'martinsheen', 'nathaliebaye']",['stevenspielberg'],"['conman', 'biography', 'fbiagent', 'overheadcamerashot', 'attemptedjailbreak', 'engagementparty', 'mislaidtrust', 'bankfraud', 'inspiredbyatruestory']",crime drama conman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestory leonardodicaprio tomhanks christopherwalken martinsheen nathaliebaye stevenspielberg
5991,Chicago (2002),"['comedy', 'crime', 'drama', 'musical']",3.5248424624333494,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,"['catherinezeta-jones', 'renéezellweger', 'queenlatifah', 'richardgere', 'christinebaranski']",['robmarshall'],"['chicago', 'basedonstagemusical', 'prisonmatron', 'jazzage', 'nudemanmurdered']",comedy crime drama musical chicago basedonstagemusical prisonmatron jazzage nudemanmurdered catherinezeta-jones renéezellweger queenlatifah richardgere christinebaranski robmarshall
5992,"Hours, The (2002)","['drama', 'romance']",3.680544822256569,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.","['nicolekidman', 'juliannemoore', 'merylstreep', 'stephendillane', 'mirandarichardson']",['stephendaldry'],"['londonengland', 'suicide', 'gay', 'poetry', 'aids', 'drowning', 'depression', 'home', 'wayoflife', 'self-destruction', 'province', 'literature', 'empowerment', 'countrylife', ""family'sdailylife"", 'senseoflife', 'homelessness', ""leavingone'sfamily"", 'delusion']",drama romance londonengland suicide gay poetry aids drowning depression home wayoflife self-destruction province literature empowerment countrylife family'sdailylife senseoflife homelessness leavingone'sfamily delusion nicolekidman juliannemoore merylstreep stephendillane mirandarichardson stephendaldry
5994,Nicholas Nickleby (2002),"['drama', 'romance']",3.542884990253411,"The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.","['charliehunnam', 'nathanlane', 'jimbroadbent', 'christopherplummer', 'jamiebell']",['douglasmcgrath'],[],drama romance charliehunnam nathanlane jimbroadbent christopherplummer jamiebell douglasmcgrath
5995,"Pianist, The (2002)","['drama', 'war']",4.052858969272142,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,"['adrienbrody', 'thomaskretschmann', 'frankfinlay', 'maureenlipman', 'emiliafox']",['romanpolanski'],"['individual', 'resistance', 'radiostation', 'warcrimes', 'lossoffamily', 'childmurderer', 'hunger', 'worldwarii', 'prisonersofwar', 'homeland', 'deportation', 'hidingplace', 'ghettoriot', 'jewpersecution', 'liberation', 'warsawghetto', 'polishresistance', 'nazis', 'biography', 'classicalmusic', 'panzer', 'pianist']",drama war individual resistance radiostation warcrimes lossoffamily childmurderer hunger worldwarii prisonersofwar homeland deportation hidingplace ghettoriot jewpersecution liberation warsawghetto polishresistance nazis biography classicalmusic panzer pianist adrienbrody thomaskretschmann frankfinlay maureenlipman emiliafox romanpolanski
6003,Confessions of a Dangerous Mind (2002),"['comedy', 'crime', 'drama', 'thriller']",3.5752200220022003,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.","['samrockwell', 'drewbarrymore', 'juliaroberts', 'rutgerhauer', 'bradpitt']",['georgeclooney'],"['microfilm', 'biography', 'silencer', 'intrigue']",comedy crime drama thriller microfilm biography silencer intrigue samrockwell drewbarrymore juliaroberts rutgerhauer bradpitt georgeclooney
6006,Just Married (2003),"['comedy', 'romance']",2.665168007572172,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.","['ashtonkutcher', 'brittanymurphy', 'christiankane', 'davidmoscow', 'alexthomas']",['shawnlevy'],"['venice', 'france', 'prison', 'fire', 'europe', 'marriedcouple', 'honeymoon', 'castle', 'justmarried', 'chewinggum', 'marriage', 'police', 'vacation']",comedy romance venice france prison fire europe marriedcouple honeymoon castle justmarried chewinggum marriage police vacation ashtonkutcher brittanymurphy christiankane davidmoscow alexthomas shawnlevy
6012,"Guy Thing, A (2003)","['comedy', 'romance']",2.817773788150808,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.","['jasonlee', 'juliastiles', 'selmablair', 'jamesbrolin', 'shawnhatosy']",['chriskoch'],"['infidelity', 'bachelor', 'blackmail', 'fantasy', 'truth', 'party', 'liar', 'friends', 'misunderstanding', 'wedding', 'fiancée']",comedy romance infidelity bachelor blackmail fantasy truth party liar friends misunderstanding wedding fiancée jasonlee juliastiles selmablair jamesbrolin shawnhatosy chriskoch
6013,Kangaroo Jack (2003),"['action', 'comedy']",1.9148936170212767,"Two childhood friends, a New York hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo.","[""jerryo'connell"", 'anthonyanderson', 'estellawarren', 'christopherwalken', 'michaelshannon']",['davidmcnally'],"['moneydelivery', 'fool', 'australia', 'hoodlum', 'kangaroo']",action comedy moneydelivery fool australia hoodlum kangaroo jerryo'connell anthonyanderson estellawarren christopherwalken michaelshannon davidmcnally
6016,City of God (Cidade de Deus) (2002),"['action', 'adventure', 'crime', 'drama', 'thriller']",4.178663189037683,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.","['alexandrerodrigues', 'leandrofirmino', 'phellipehaagensen', 'douglassilva', 'jonathanhaagensen']","['fernandomeirelles', 'kátialund']","['malenudity', 'streetgang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gangwar', 'comingofage', 'womandirector', '1980s']",action adventure crime drama thriller malenudity streetgang brazilian photographer 1970s puberty ghetto gangwar comingofage womandirector 1980s alexandrerodrigues leandrofirmino phellipehaagensen douglassilva jonathanhaagensen fernandomeirelles kátialund
6040,Darkness Falls (2003),"['horror', 'thriller']",2.4752781211372064,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before","['chaneykley', 'emmacaulfield', 'leecormie', 'grantpiro', 'sullivanstapleton']",['jonathanliebesman'],"['witch', 'lossofmother', 'smalltown', 'deathpenalty', 'lighthouse', 'cowardliness', 'spirit', 'witchhunt']",horror thriller witch lossofmother smalltown deathpenalty lighthouse cowardliness spirit witchhunt chaneykley emmacaulfield leecormie grantpiro sullivanstapleton jonathanliebesman
6041,Amen. (2002),['drama'],3.6254752851711025,"The film ""Amen."" examines the links between the Vatican and Nazi Germany. The central character is Kurt Gerstein, a member of the Institute for Hygiene of the Waffen-SS who is horrified by what he sees in the death camps. Moreover, he is shocked to learn that the process he used to purify water for his troops, by using zyklon, served as a basis to kill people in gas chambers.","['ulrichtukur', 'mathieukassovitz', 'ulrichmühe', 'michelduchaussoy', 'marceliureș']",['costa-gavras'],"['vatican', 'pope', 'concentrationcamp', 'holocaust', 'schutzstaffel', 'nazis', 'nazigermany', 'doctor', 'conscience', 'catholicism', 'euthanasia']",drama vatican pope concentrationcamp holocaust schutzstaffel nazis nazigermany doctor conscience catholicism euthanasia ulrichtukur mathieukassovitz ulrichmühe michelduchaussoy marceliureș costa-gavras
6053,Krush Groove (1985),"['drama', 'musical']",3.0,"Russell Walker is a young, successful manager of rap performers, handling acts for the Krush Groove label, including Run-DMC and The Fat Boys. When Run-D.M.C. has a hit record and Russell needs more money to press more copies, he borrows it from a street hustler and soon regrets his decision.","['blairunderwood', 'josephsimmons', 'darrylmcdaniels', 'sheilae.', 'kurtisblow']",['michaelschultz'],[],drama musical blairunderwood josephsimmons darrylmcdaniels sheilae. kurtisblow michaelschultz
6055,Sugar Hill (1994),['drama'],2.6557377049180326,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.","['wesleysnipes', 'michaelwright', 'donaldfaison', 'o.l.duke', 'leslieuggams']",['leonichaso'],[],drama wesleysnipes michaelwright donaldfaison o.l.duke leslieuggams leonichaso
6058,Final Destination 2 (2003),"['horror', 'thriller']",2.9298623063683307,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.","['alilarter', 'a.j.cook', 'michaellandes', 'tonytodd', 'keeganconnortracy']",['davidr.ellis'],"['ambulance', 'premonition', 'hospital']",horror thriller ambulance premonition hospital alilarter a.j.cook michaellandes tonytodd keeganconnortracy davidr.ellis
6060,"Guru, The (2002)","['comedy', 'romance']",2.6964586846543,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.","['jimimistry', 'heathergraham', 'marisatomei', 'michaelmckean', 'dashmihok']",['daisyvonscherlermayer'],"['sex', 'indianlead', 'dancingmaster', 'newlove', 'pornactor', 'guru', 'wedding', 'sexcomedy', 'womandirector']",comedy romance sex indianlead dancingmaster newlove pornactor guru wedding sexcomedy womandirector jimimistry heathergraham marisatomei michaelmckean dashmihok daisyvonscherlermayer
6063,May (2002),"['drama', 'horror']",3.365867579908676,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.","['angelabettis', 'jeremysisto', 'annafaris', 'jamesduval', 'nicholehiltz']",['luckymckee'],"['difficultchildhood', 'psychoterror', 'murder', 'loneliness', 'artificial']",drama horror difficultchildhood psychoterror murder loneliness artificial angelabettis jeremysisto annafaris jamesduval nicholehiltz luckymckee
6078,Firefox (1982),"['action', 'sci-fi', 'thriller']",2.958831341301461,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.","['clinteastwood', 'freddiejones', 'davidhuffman', 'warrenclarke', 'ronaldlacey']",['clinteastwood'],"['flying', 'pilot', 'kampfjet', 'falseidentity', 'assault', 'suspense']",action sci-fi thriller flying pilot kampfjet falseidentity assault suspense clinteastwood freddiejones davidhuffman warrenclarke ronaldlacey clinteastwood
6088,Jekyll & Hyde... Together Again (1982),"['comedy', 'sci-fi']",2.5697674418604652,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,"['markblankfield', 'bessarmstrong', 'kristaerrickson', 'timthomerson', 'michaelmcguire']",['jerrybelson'],"['doublelife', 'musical', 'jekyllandhyde']",comedy sci-fi doublelife musical jekyllandhyde markblankfield bessarmstrong kristaerrickson timthomerson michaelmcguire jerrybelson
6099,Megaforce (1982),"['action', 'sci-fi']",1.9606741573033708,Megaforce is an elite multi-national military unit that does the jobs that individual governments wont. When the peaceful Republic of Sardun in under threat from their more aggressive neighbour the beautiful Major Zara (Persis Khambatta) and General Byrne-White (Edward Mulhare) see the help of Ace Hunter (Barry Bostwick) and Megaforce.,"['barrybostwick', 'michaelbeck', 'persiskhambatta', 'henrysilva', 'georgefurth']",['halneedham'],"['dictator', 'soldier', 'electronicmusicscore', 'militaryunit']",action sci-fi dictator soldier electronicmusicscore militaryunit barrybostwick michaelbeck persiskhambatta henrysilva georgefurth halneedham
6155,How to Lose a Guy in 10 Days (2003),"['comedy', 'romance']",3.191457741018351,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.","['katehudson', 'matthewmcconaughey', 'kathrynhahn', 'annieparisse', 'adamgoldberg']",['donaldpetrie'],"['newyork', 'bet', 'journalist', 'therapist', 'advertisingexpert', 'relationship']",comedy romance newyork bet journalist therapist advertisingexpert relationship katehudson matthewmcconaughey kathrynhahn annieparisse adamgoldberg donaldpetrie
6156,Shanghai Knights (2003),"['action', 'adventure', 'comedy']",3.096207713854773,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.","['jackiechan', 'owenwilson', 'fannwong', 'aarontaylor-johnson', 'aidangillen']",['daviddobkin'],"['londonengland', 'indianterritory', 'emperor', 'revenge', 'murder', 'arrow', 'duringcreditsstinger', 'imperialseal']",action adventure comedy londonengland indianterritory emperor revenge murder arrow duringcreditsstinger imperialseal jackiechan owenwilson fannwong aarontaylor-johnson aidangillen daviddobkin
6158,"Jungle Book 2, The (2003)","['animation', 'children']",2.361042183622829,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.","['johngoodman', 'haleyjoelosment', 'maewhitman', 'connorfunk', 'bobjoles']",['stevetrenbirth'],"['river', 'musical', 'tiger', 'village', 'feralchild', 'sequel', 'bear', 'jungle', 'orphan', 'vulture', 'gong', 'lost', 'shake', 'mango']",animation children river musical tiger village feralchild sequel bear jungle orphan vulture gong lost shake mango johngoodman haleyjoelosment maewhitman connorfunk bobjoles stevetrenbirth
6159,All the Real Girls (2003),"['drama', 'romance']",3.5241090146750524,"In a small North Carolina town, Paul, a womanizer, meets Noel, a confused intellectual returning home for the first time in years since she left for boarding school. The film depicts the typical romance of a good girl and a bad boy, in an interesting way.","['paulschneider', 'zooeydeschanel', 'dannymcbride', 'mauricecompte', 'heathermccomb']",['davidgordongreen'],"['southernusa', 'smalltown', 'virgin', 'independentfilm', 'bestfriend']",drama romance southernusa smalltown virgin independentfilm bestfriend paulschneider zooeydeschanel dannymcbride mauricecompte heathermccomb davidgordongreen
6162,Gerry (2002),"['adventure', 'drama']",3.12807881773399,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,"['caseyaffleck', 'mattdamon']",['gusvansant'],"['desperation', 'highway', 'wilderness', 'gettinglost', 'friendship', 'murder', 'bestfriend', 'desert', 'verylittledialogue', 'tarkovskyesque', 'friend']",adventure drama desperation highway wilderness gettinglost friendship murder bestfriend desert verylittledialogue tarkovskyesque friend caseyaffleck mattdamon gusvansant
6170,"Black Stallion, The (1979)","['adventure', 'children', 'drama']",3.61144578313253,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.","['kellyreno', 'mickeyrooney', 'terigarr', 'clarencemuse', 'hoytaxton']",['carrollballard'],"['poker', 'horse', 'barn', 'training', 'sport', 'rescue', 'survival', 'desertedisland', 'stallion']",adventure children drama poker horse barn training sport rescue survival desertedisland stallion kellyreno mickeyrooney terigarr clarencemuse hoytaxton carrollballard
6185,Dark Blue (2003),"['action', 'crime', 'drama', 'thriller']",3.153179190751445,"Set during the Rodney King riots, a robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.","['kurtrussell', 'scottspeedman', 'michaelmichele', 'brendangleeson', 'vingrhames']",['ronshelton'],"['corruption', 'policebrutality', 'riot', 'ghetto', 'streetwar', 'hold-uprobbery', 'moralconflict', 'specialunit', 'policeeverydaylife', 'cops', 'independentfilm', 'losangeles', 'family']",action crime drama thriller corruption policebrutality riot ghetto streetwar hold-uprobbery moralconflict specialunit policeeverydaylife cops independentfilm losangeles family kurtrussell scottspeedman michaelmichele brendangleeson vingrhames ronshelton
6186,Gods and Generals (2003),"['action', 'drama', 'war']",2.9298245614035086,"The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.","['stephenlang', 'jeffdaniels', 'robertduvall', 'kevinconway', 'c.thomashowell']",['ronaldf.maxwell'],"['war', 'battle', 'unionsoldier', 'confederatesoldier', 'americancivilwar', 'secession']",action drama war war battle unionsoldier confederatesoldier americancivilwar secession stephenlang jeffdaniels robertduvall kevinconway c.thomashowell ronaldf.maxwell
6187,"Life of David Gale, The (2003)","['crime', 'drama', 'thriller']",3.6844235751295336,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,"['kevinspacey', 'katewinslet', 'lauralinney', 'gabrielmann', 'rhonamitra']",['alanparker'],"['prison', 'journalist', 'texas', 'professor', 'deathpenalty', 'deathrow', 'interview', 'murder', 'reporter', 'intern', 'innocent', 'activist']",crime drama thriller prison journalist texas professor deathpenalty deathrow interview murder reporter intern innocent activist kevinspacey katewinslet lauralinney gabrielmann rhonamitra alanparker
6188,Old School (2003),['comedy'],3.5921832884097036,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,"['lukewilson', 'willferrell', 'vincevaughn', 'ellenpompeo', 'leahremini']",['toddphillips'],"['sexdoll', 'streaking', 'mouthtomouthresuscitation']",comedy sexdoll streaking mouthtomouthresuscitation lukewilson willferrell vincevaughn ellenpompeo leahremini toddphillips
6193,Poolhall Junkies (2002),"['comedy', 'drama', 'thriller']",3.4381578947368423,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,"['rickyschroder', 'chazzpalminteri', 'rodsteiger', 'michaelrosenbaum', 'marscallahan']",['marscallahan'],"['hustler', 'independentfilm', 'pool']",comedy drama thriller hustler independentfilm pool rickyschroder chazzpalminteri rodsteiger michaelrosenbaum marscallahan marscallahan
6196,Cradle 2 the Grave (2003),"['action', 'crime', 'drama', 'thriller']",2.8413524057217163,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.","['jetli', 'dmx', 'kellyhu', 'anthonyanderson', 'tomarnold']",['andrzejbartkowiak'],"['robbery', 'diamant', 'intelligence', 'bankrobber', 'thief', 'bankrobbery', 'financialtransactions', 'hoodlum']",action crime drama thriller robbery diamant intelligence bankrobber thief bankrobbery financialtransactions hoodlum jetli dmx kellyhu anthonyanderson tomarnold andrzejbartkowiak
6197,Spider (2002),"['drama', 'mystery']",3.3855050115651504,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.","['ralphfiennes', 'mirandarichardson', 'gabrielbyrne', 'lynnredgrave', 'johnneville']",['davidcronenberg'],"['secret', 'asylum', 'bedandbreakfastplace', 'past', 'psychopath']",drama mystery secret asylum bedandbreakfastplace past psychopath ralphfiennes mirandarichardson gabrielbyrne lynnredgrave johnneville davidcronenberg
6207,"Slaughter Rule, The (2002)",['drama'],2.849056603773585,"A young man finds solace with a young woman, his mother, and a high-school football coach who recruits him to quarterback a six-man team.","['ryangosling', 'davidmorse', 'cleaduvall', 'amyadams', 'davidcale']","['alexsmith', 'andrewj.smith']",[],drama ryangosling davidmorse cleaduvall amyadams davidcale alexsmith andrewj.smith
6212,Bringing Down the House (2003),['comedy'],2.7385804638088547,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.","['stevemartin', 'queenlatifah', 'eugenelevy', 'joanplowright', 'jeansmart']",['adamshankman'],"['prison', 'ex-boyfriend', 'support', 'escape', 'lawyer']",comedy prison ex-boyfriend support escape lawyer stevemartin queenlatifah eugenelevy joanplowright jeansmart adamshankman
6213,Tears of the Sun (2003),"['action', 'drama', 'thriller']",3.2091770788453253,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.","['brucewillis', 'monicabellucci', 'colehauser', 'eamonnwalker', 'johnnymessner']",['antoinefuqua'],"['u.s.army', 'nigeria', 'president']",action drama thriller u.s.army nigeria president brucewillis monicabellucci colehauser eamonnwalker johnnymessner antoinefuqua
6214,Irreversible (Irréversible) (2002),"['crime', 'drama', 'mystery', 'thriller']",3.609665427509294,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.","['monicabellucci', 'vincentcassel', 'albertdupontel', 'joprestia', 'philippenahon']",['gasparnoé'],"['paris', 'prostitute', 'rape', 'sex', 'nudity', 'trauma', 'knife', 'assault', 'police', 'love', 'revenge', 'unsimulatedsex', 'cruelty', 'brutality', 'violence', 'drug', 'dark', 'evil', 'boyfriend', 'rapeandrevenge', 'underpass', 'newfrenchextremism']",crime drama mystery thriller paris prostitute rape sex nudity trauma knife assault police love revenge unsimulatedsex cruelty brutality violence drug dark evil boyfriend rapeandrevenge underpass newfrenchextremism monicabellucci vincentcassel albertdupontel joprestia philippenahon gasparnoé
